dataset: GLI85 | 2 classes | 22283 features | deivce: cpu
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.01
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
2layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.005, layer 3 
epoch 1 | train ACC 41.1765 % | test ACC 42.6471 % | train loss 0.0671
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0172
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0111
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 41 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0102
epoch 51 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.0119
epoch 61 | train ACC 70.5882 % | test ACC 51.4706 % | train loss 0.0145
epoch 71 | train ACC 76.4706 % | test ACC 73.5294 % | train loss 0.0129
epoch 81 | train ACC 82.3529 % | test ACC 75.0 % | train loss 0.0107
epoch 91 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0084
epoch 101 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0067
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0128
epoch 121 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0068
epoch 131 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0057
epoch 141 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0053
epoch 151 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0048
epoch 161 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0068
epoch 171 | train ACC 94.1176 % | test ACC 83.8235 % | train loss 0.0064
epoch 181 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0074
epoch 191 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0053
3layers, Final test  ACC: 77.9412 %
hd:512, dp:0.6, wd:0.005, layer 4 
epoch 1 | train ACC 70.5882 % | test ACC 38.2353 % | train loss 0.0671
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0195
epoch 21 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0101
epoch 31 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0112
epoch 41 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.009
epoch 51 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0116
epoch 61 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0126
epoch 71 | train ACC 82.3529 % | test ACC 75.0 % | train loss 0.0155
epoch 81 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0097
epoch 91 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0102
epoch 101 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0087
epoch 111 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0077
epoch 121 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0138
epoch 131 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0078
epoch 141 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0054
epoch 151 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0208
epoch 161 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0103
epoch 171 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0093
epoch 181 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0082
epoch 191 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0118
4layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.005, layer 5 
epoch 1 | train ACC 41.1765 % | test ACC 29.4118 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0195
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0106
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0148
epoch 41 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0106
epoch 51 | train ACC 76.4706 % | test ACC 63.2353 % | train loss 0.0133
epoch 61 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.009
epoch 71 | train ACC 82.3529 % | test ACC 67.6471 % | train loss 0.0092
epoch 81 | train ACC 52.9412 % | test ACC 51.4706 % | train loss 0.0177
epoch 91 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.0124
epoch 101 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0083
epoch 111 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.0108
epoch 121 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0105
epoch 131 | train ACC 76.4706 % | test ACC 72.0588 % | train loss 0.0102
epoch 141 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0089
epoch 151 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0098
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0196
epoch 171 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0134
epoch 181 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0101
epoch 191 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0129
5layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.005, layer 6 
epoch 1 | train ACC 29.4118 % | test ACC 33.8235 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0179
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0115
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 51 | train ACC 70.5882 % | test ACC 67.6471 % | train loss 0.0142
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0162
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0123
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0124
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0116
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0269
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0179
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0147
epoch 151 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.0113
epoch 161 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.012
epoch 171 | train ACC 88.2353 % | test ACC 85.2941 % | train loss 0.0179
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0139
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0096
6layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.005, layer 7 
epoch 1 | train ACC 35.2941 % | test ACC 41.1765 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0229
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0118
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0122
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0225
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0137
epoch 61 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0184
epoch 71 | train ACC 35.2941 % | test ACC 27.9412 % | train loss 0.0154
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0108
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0163
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0145
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0136
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0201
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.019
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0123
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0194
epoch 161 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0113
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0141
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0091
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0173
7layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.005, layer 8 
epoch 1 | train ACC 52.9412 % | test ACC 60.2941 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0582
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0314
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0187
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0175
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0123
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0112
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0146
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0116
epoch 91 | train ACC 52.9412 % | test ACC 60.2941 % | train loss 0.0172
epoch 101 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0114
epoch 111 | train ACC 58.8235 % | test ACC 69.1177 % | train loss 0.0089
epoch 121 | train ACC 47.0588 % | test ACC 70.5882 % | train loss 0.0381
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0276
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0161
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0139
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0112
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0167
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0116
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.016
8layers, Final test  ACC: 70.5882 %
Layer 1, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 3, Acc:0.779411792755127, F:0.826, Pr:0.8235, Auc:0.8083, Rec:0.8235
Layer 4, Acc:0.7058824300765991, F:0.6205, Pr:0.7176, Auc:0.5385, Rec:0.7176
Layer 5, Acc:0.7058824300765991, F:0.5954, Pr:0.7059, Auc:0.5192, Rec:0.7059
Layer 6, Acc:0.7058824300765991, F:0.5954, Pr:0.7059, Auc:0.5192, Rec:0.7059
Layer 7, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 8, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 3, max_Acc:77.941179, F:0.826, Pr:0.8235, Auc:0.8083, Rec:0.8235
hd:512, dp:0.6, wd:0.05, layer 1 
epoch 1 | train ACC 35.2941 % | test ACC 45.5882 % | train loss 0.0105
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
1layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.05, layer 2 
epoch 1 | train ACC 64.7059 % | test ACC 64.7059 % | train loss 0.597
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1107
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0309
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0184
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0116
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0096
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0089
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0091
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0093
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0095
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0096
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.01
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.01
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0102
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
2layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.05, layer 3 
epoch 1 | train ACC 41.1765 % | test ACC 33.8235 % | train loss 0.5968
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1105
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.031
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0221
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0167
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0155
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0152
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.014
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0134
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.023
epoch 101 | train ACC 82.3529 % | test ACC 76.4706 % | train loss 0.0143
epoch 111 | train ACC 76.4706 % | test ACC 69.1177 % | train loss 0.0145
epoch 121 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0142
epoch 131 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0113
epoch 141 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0138
epoch 151 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0115
epoch 161 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0094
epoch 171 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0093
epoch 181 | train ACC 76.4706 % | test ACC 73.5294 % | train loss 0.0096
epoch 191 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.0088
3layers, Final test  ACC: 66.1765 %
hd:512, dp:0.6, wd:0.05, layer 4 
epoch 1 | train ACC 35.2941 % | test ACC 51.4706 % | train loss 0.5971
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1128
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.033
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0223
epoch 41 | train ACC 76.4706 % | test ACC 63.2353 % | train loss 0.0164
epoch 51 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0122
epoch 61 | train ACC 76.4706 % | test ACC 76.4706 % | train loss 0.0103
epoch 71 | train ACC 47.0588 % | test ACC 36.7647 % | train loss 0.0144
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0173
epoch 91 | train ACC 70.5882 % | test ACC 73.5294 % | train loss 0.0124
epoch 101 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0193
epoch 111 | train ACC 76.4706 % | test ACC 70.5882 % | train loss 0.0158
epoch 121 | train ACC 70.5882 % | test ACC 60.2941 % | train loss 0.0151
epoch 131 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0182
epoch 141 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0154
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.02
epoch 161 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0117
epoch 171 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0093
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0195
epoch 191 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0148
4layers, Final test  ACC: 77.9412 %
hd:512, dp:0.6, wd:0.05, layer 5 
epoch 1 | train ACC 29.4118 % | test ACC 45.5882 % | train loss 0.5974
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1135
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0381
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0198
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0142
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0182
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0217
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0264
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0175
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0145
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0167
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0165
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0141
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0167
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0136
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.016
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0123
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0132
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0198
5layers, Final test  ACC: 79.4118 %
hd:512, dp:0.6, wd:0.05, layer 6 
epoch 1 | train ACC 29.4118 % | test ACC 44.1176 % | train loss 0.5969
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1149
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0354
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0241
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0197
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0168
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0138
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.017
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0161
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0194
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0114
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0228
epoch 121 | train ACC 35.2941 % | test ACC 30.8824 % | train loss 0.0411
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0332
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0197
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.02
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0141
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0139
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0215
epoch 191 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0273
6layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.05, layer 7 
epoch 1 | train ACC 58.8235 % | test ACC 54.4118 % | train loss 0.5971
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.1365
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.039
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0235
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0179
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0197
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0149
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0195
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0184
epoch 91 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0243
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0324
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0164
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0122
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0216
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0134
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0293
epoch 161 | train ACC 64.7059 % | test ACC 72.0588 % | train loss 0.0227
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0124
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0144
epoch 191 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0328
7layers, Final test  ACC: 70.5882 %
hd:512, dp:0.6, wd:0.05, layer 8 
epoch 1 | train ACC 47.0588 % | test ACC 48.5294 % | train loss 0.5968
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.186
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0651
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0276
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.016
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0119
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.022
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0144
epoch 81 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.015
epoch 91 | train ACC 47.0588 % | test ACC 39.7059 % | train loss 0.0103
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0096
epoch 111 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0579
epoch 121 | train ACC 35.2941 % | test ACC 60.2941 % | train loss 0.0257
epoch 131 | train ACC 64.7059 % | test ACC 66.1765 % | train loss 0.0142
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0093
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0146
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0113
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0151
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0488
epoch 191 | train ACC 47.0588 % | test ACC 58.8235 % | train loss 0.0477
8layers, Final test  ACC: 70.5882 %
Layer 1, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 3, Acc:0.6617646813392639, F:0.7034, Pr:0.6941, Auc:0.7689, Rec:0.6941
Layer 4, Acc:0.779411792755127, F:0.8152, Pr:0.8118, Auc:0.7999, Rec:0.8118
Layer 5, Acc:0.7941176295280457, F:0.8113, Pr:0.8235, Auc:0.7438, Rec:0.8235
Layer 6, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 7, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 8, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 5, max_Acc:79.411763, F:0.8113, Pr:0.8235, Auc:0.7438, Rec:0.8235
hd:512, dp:0.7, wd:0.0005, layer 1 
epoch 1 | train ACC 41.1765 % | test ACC 51.4706 % | train loss 0.0082
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0081
1layers, Final test  ACC: 70.5882 %
hd:512, dp:0.7, wd:0.0005, layer 2 
