dataset: CLL_SUB | 3 classes | 11340 features | deivce: cpu
epoch 101 | train ACC 61.9048 % | test ACC 54.4444 % | train loss 0.0103
epoch 111 | train ACC 38.0952 % | test ACC 46.6667 % | train loss 0.0103
epoch 121 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0104
epoch 131 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0099
epoch 141 | train ACC 61.9048 % | test ACC 58.8889 % | train loss 0.0098
epoch 151 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0113
epoch 161 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.011
epoch 171 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0119
epoch 181 | train ACC 52.381 % | test ACC 55.5556 % | train loss 0.0117
epoch 191 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0162
8layers, Final test  ACC: 47.7778 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3664, Rec:0.4595
Layer 2, Acc:0.4444444477558136, F:0.3358, Pr:0.4685, Auc:0.5068, Rec:0.4685
Layer 3, Acc:0.5222222208976746, F:0.5509, Pr:0.5495, Auc:0.7491, Rec:0.5495
Layer 4, Acc:0.4555555582046509, F:0.3104, Pr:0.4595, Auc:0.7359, Rec:0.4595
Layer 5, Acc:0.47777777910232544, F:0.3495, Pr:0.4955, Auc:0.754, Rec:0.4955
Layer 6, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.735, Rec:0.4595
Layer 7, Acc:0.5444444417953491, F:0.4027, Pr:0.5495, Auc:0.7353, Rec:0.5495
Layer 8, Acc:0.47777777910232544, F:0.3495, Pr:0.4955, Auc:0.7236, Rec:0.4955
Layer 7, max_Acc:54.444444, F:0.4027, Pr:0.5495, Auc:0.7353, Rec:0.5495
hd:256, dp:0.9, wd:0.005, layer 1 
epoch 1 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0102
epoch 11 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0099
epoch 21 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0099
epoch 31 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0099
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 51 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0099
epoch 61 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0099
epoch 71 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0099
epoch 81 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0099
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 111 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0099
epoch 121 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0099
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 141 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0099
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 191 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0099
1layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 2 
epoch 1 | train ACC 33.3333 % | test ACC 35.5556 % | train loss 0.0325
epoch 11 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0121
epoch 21 | train ACC 33.3333 % | test ACC 46.6667 % | train loss 0.0112
epoch 31 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0107
epoch 41 | train ACC 47.6191 % | test ACC 44.4444 % | train loss 0.0106
epoch 51 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0113
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0109
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0113
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0116
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0116
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0121
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0126
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0125
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0124
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0119
epoch 151 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0123
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0127
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0126
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0133
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0133
2layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 3 
epoch 1 | train ACC 28.5714 % | test ACC 27.7778 % | train loss 0.0325
epoch 11 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.0114
epoch 21 | train ACC 61.9048 % | test ACC 46.6667 % | train loss 0.0109
epoch 31 | train ACC 38.0952 % | test ACC 48.8889 % | train loss 0.0111
epoch 41 | train ACC 38.0952 % | test ACC 51.1111 % | train loss 0.0109
epoch 51 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0096
epoch 61 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0124
epoch 71 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0132
epoch 81 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0119
epoch 91 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0121
epoch 101 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.0117
epoch 111 | train ACC 66.6667 % | test ACC 37.7778 % | train loss 0.0116
epoch 121 | train ACC 38.0952 % | test ACC 41.1111 % | train loss 0.0125
epoch 131 | train ACC 42.8571 % | test ACC 54.4444 % | train loss 0.0125
epoch 141 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.014
epoch 151 | train ACC 33.3333 % | test ACC 46.6667 % | train loss 0.0128
epoch 161 | train ACC 57.1429 % | test ACC 51.1111 % | train loss 0.0122
epoch 171 | train ACC 57.1429 % | test ACC 47.7778 % | train loss 0.0129
epoch 181 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0116
epoch 191 | train ACC 57.1429 % | test ACC 46.6667 % | train loss 0.0127
3layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 4 
epoch 1 | train ACC 38.0952 % | test ACC 28.8889 % | train loss 0.0324
epoch 11 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0124
epoch 21 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0124
epoch 31 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0104
epoch 41 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0106
epoch 51 | train ACC 38.0952 % | test ACC 36.6667 % | train loss 0.0106
epoch 61 | train ACC 57.1429 % | test ACC 46.6667 % | train loss 0.0112
epoch 71 | train ACC 33.3333 % | test ACC 38.8889 % | train loss 0.0153
epoch 81 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0129
epoch 91 | train ACC 33.3333 % | test ACC 47.7778 % | train loss 0.0128
epoch 101 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0118
epoch 111 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0121
epoch 121 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.012
epoch 131 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0111
epoch 141 | train ACC 47.619 % | test ACC 30.0 % | train loss 0.0113
epoch 151 | train ACC 71.4286 % | test ACC 40.0 % | train loss 0.0116
epoch 161 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0121
epoch 171 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0131
epoch 181 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0123
epoch 191 | train ACC 61.9048 % | test ACC 46.6667 % | train loss 0.0119
4layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 5 
epoch 1 | train ACC 23.8095 % | test ACC 31.1111 % | train loss 0.0324
epoch 11 | train ACC 57.1429 % | test ACC 46.6667 % | train loss 0.0129
epoch 21 | train ACC 66.6667 % | test ACC 38.8889 % | train loss 0.0109
epoch 31 | train ACC 38.0952 % | test ACC 44.4444 % | train loss 0.0112
epoch 41 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0108
epoch 51 | train ACC 57.1429 % | test ACC 51.1111 % | train loss 0.0117
epoch 61 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0116
epoch 71 | train ACC 57.1429 % | test ACC 41.1111 % | train loss 0.0125
epoch 81 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0122
epoch 91 | train ACC 38.0952 % | test ACC 38.8889 % | train loss 0.0121
epoch 101 | train ACC 61.9048 % | test ACC 46.6667 % | train loss 0.0114
epoch 111 | train ACC 28.5714 % | test ACC 43.3333 % | train loss 0.0132
epoch 121 | train ACC 38.0952 % | test ACC 38.8889 % | train loss 0.014
epoch 131 | train ACC 33.3333 % | test ACC 41.1111 % | train loss 0.0138
epoch 141 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0123
epoch 151 | train ACC 47.6191 % | test ACC 48.8889 % | train loss 0.014
epoch 161 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0125
epoch 171 | train ACC 28.5714 % | test ACC 44.4444 % | train loss 0.0127
epoch 181 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0114
epoch 191 | train ACC 57.1429 % | test ACC 54.4444 % | train loss 0.0109
5layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 6 
epoch 1 | train ACC 33.3333 % | test ACC 28.8889 % | train loss 0.0325
epoch 11 | train ACC 47.619 % | test ACC 52.2222 % | train loss 0.0132
epoch 21 | train ACC 61.9048 % | test ACC 47.7778 % | train loss 0.0117
epoch 31 | train ACC 42.8571 % | test ACC 38.8889 % | train loss 0.0115
epoch 41 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0113
epoch 51 | train ACC 66.6667 % | test ACC 45.5556 % | train loss 0.0105
epoch 61 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0123
epoch 71 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0138
epoch 81 | train ACC 57.1429 % | test ACC 46.6667 % | train loss 0.0105
epoch 91 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0128
epoch 101 | train ACC 28.5714 % | test ACC 41.1111 % | train loss 0.0118
epoch 111 | train ACC 28.5714 % | test ACC 52.2222 % | train loss 0.0135
epoch 121 | train ACC 66.6667 % | test ACC 43.3333 % | train loss 0.0122
epoch 131 | train ACC 57.1429 % | test ACC 45.5556 % | train loss 0.0135
epoch 141 | train ACC 52.381 % | test ACC 55.5556 % | train loss 0.0127
epoch 151 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0112
epoch 161 | train ACC 52.381 % | test ACC 38.8889 % | train loss 0.0114
epoch 171 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0129
epoch 181 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0119
epoch 191 | train ACC 47.619 % | test ACC 53.3333 % | train loss 0.0128
6layers, Final test  ACC: 46.6667 %
hd:256, dp:0.9, wd:0.005, layer 7 
epoch 1 | train ACC 19.0476 % | test ACC 27.7778 % | train loss 0.0324
epoch 11 | train ACC 38.0952 % | test ACC 51.1111 % | train loss 0.0137
epoch 21 | train ACC 38.0952 % | test ACC 43.3333 % | train loss 0.0127
epoch 31 | train ACC 28.5714 % | test ACC 43.3333 % | train loss 0.0112
epoch 41 | train ACC 28.5714 % | test ACC 43.3333 % | train loss 0.0105
epoch 51 | train ACC 33.3333 % | test ACC 41.1111 % | train loss 0.0114
epoch 61 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0112
epoch 71 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0102
epoch 81 | train ACC 61.9048 % | test ACC 37.7778 % | train loss 0.0114
epoch 91 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0128
epoch 101 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.013
epoch 111 | train ACC 28.5714 % | test ACC 48.8889 % | train loss 0.0121
epoch 121 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0125
epoch 131 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.013
epoch 141 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0128
epoch 151 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0119
epoch 161 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0121
epoch 171 | train ACC 33.3333 % | test ACC 46.6667 % | train loss 0.013
epoch 181 | train ACC 61.9048 % | test ACC 47.7778 % | train loss 0.0118
epoch 191 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0131
7layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.005, layer 8 
epoch 1 | train ACC 9.5238 % | test ACC 26.6667 % | train loss 0.0325
epoch 11 | train ACC 28.5714 % | test ACC 45.5556 % | train loss 0.0154
epoch 21 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0127
epoch 31 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.011
epoch 41 | train ACC 61.9048 % | test ACC 46.6667 % | train loss 0.0105
epoch 51 | train ACC 66.6667 % | test ACC 42.2222 % | train loss 0.0124
epoch 61 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0114
epoch 71 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0117
epoch 81 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.013
epoch 91 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0122
epoch 101 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0127
epoch 111 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0128
epoch 121 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.012
epoch 131 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0127
epoch 141 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0121
epoch 151 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0111
epoch 161 | train ACC 42.8571 % | test ACC 37.7778 % | train loss 0.0132
epoch 171 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0124
epoch 181 | train ACC 14.2857 % | test ACC 47.7778 % | train loss 0.0117
epoch 191 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.015
8layers, Final test  ACC: 45.5556 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3686, Rec:0.4595
Layer 2, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3849, Rec:0.4595
Layer 3, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7241, Rec:0.4595
Layer 4, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7353, Rec:0.4595
Layer 5, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7284, Rec:0.4595
Layer 6, Acc:0.46666666865348816, F:0.3234, Pr:0.4775, Auc:0.7284, Rec:0.4775
Layer 7, Acc:0.4555555582046509, F:0.2911, Pr:0.4595, Auc:0.7263, Rec:0.4595
Layer 8, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7407, Rec:0.4595
Layer 6, max_Acc:46.666667, F:0.3234, Pr:0.4775, Auc:0.7284, Rec:0.4775
hd:256, dp:0.9, wd:0.05, layer 1 
epoch 1 | train ACC 19.0476 % | test ACC 30.0 % | train loss 0.0126
epoch 11 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0101
epoch 21 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.01
epoch 31 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0099
epoch 41 | train ACC 47.6191 % | test ACC 41.1111 % | train loss 0.0099
epoch 51 | train ACC 61.9048 % | test ACC 38.8889 % | train loss 0.0099
epoch 61 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0099
epoch 71 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0099
epoch 81 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0099
epoch 91 | train ACC 61.9048 % | test ACC 45.5556 % | train loss 0.0099
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 111 | train ACC 57.1429 % | test ACC 47.7778 % | train loss 0.0099
epoch 121 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0099
epoch 131 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0099
epoch 141 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0099
epoch 151 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0099
epoch 161 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.0099
epoch 171 | train ACC 47.6191 % | test ACC 41.1111 % | train loss 0.0099
epoch 181 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0099
epoch 191 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0099
1layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 2 
epoch 1 | train ACC 38.0952 % | test ACC 25.5556 % | train loss 0.2354
epoch 11 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0309
epoch 21 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0201
epoch 31 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0136
epoch 41 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0113
epoch 51 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0108
epoch 61 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0107
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0108
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0111
epoch 91 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0113
epoch 101 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0117
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0119
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0123
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0126
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0129
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.013
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0135
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0139
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0138
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0145
2layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 3 
epoch 1 | train ACC 33.3333 % | test ACC 30.0 % | train loss 0.2354
epoch 11 | train ACC 28.5714 % | test ACC 48.8889 % | train loss 0.0309
epoch 21 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0203
epoch 31 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0148
epoch 41 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.014
epoch 51 | train ACC 42.8571 % | test ACC 51.1111 % | train loss 0.0134
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0134
epoch 71 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0137
epoch 81 | train ACC 42.8571 % | test ACC 43.3333 % | train loss 0.0124
epoch 91 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.0134
epoch 101 | train ACC 42.8571 % | test ACC 41.1111 % | train loss 0.0129
epoch 111 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0145
epoch 121 | train ACC 38.0952 % | test ACC 40.0 % | train loss 0.0146
epoch 131 | train ACC 42.8571 % | test ACC 34.4444 % | train loss 0.0148
epoch 141 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0158
epoch 151 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0132
epoch 161 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0169
epoch 171 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.0148
epoch 181 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0147
epoch 191 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0173
3layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 4 
epoch 1 | train ACC 28.5714 % | test ACC 42.2222 % | train loss 0.2355
epoch 11 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0304
epoch 21 | train ACC 66.6667 % | test ACC 37.7778 % | train loss 0.0207
epoch 31 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.0197
epoch 41 | train ACC 66.6667 % | test ACC 46.6667 % | train loss 0.0136
epoch 51 | train ACC 47.6191 % | test ACC 42.2222 % | train loss 0.0142
epoch 61 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0138
epoch 71 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0147
epoch 81 | train ACC 52.381 % | test ACC 55.5556 % | train loss 0.0137
epoch 91 | train ACC 28.5714 % | test ACC 46.6667 % | train loss 0.0142
epoch 101 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.0138
epoch 111 | train ACC 52.381 % | test ACC 55.5556 % | train loss 0.0152
epoch 121 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0148
epoch 131 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0152
epoch 141 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.014
epoch 151 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0148
epoch 161 | train ACC 28.5714 % | test ACC 51.1111 % | train loss 0.0141
epoch 171 | train ACC 52.381 % | test ACC 51.1111 % | train loss 0.0141
epoch 181 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0134
epoch 191 | train ACC 33.3333 % | test ACC 52.2222 % | train loss 0.0134
4layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 5 
epoch 1 | train ACC 38.0952 % | test ACC 41.1111 % | train loss 0.2354
epoch 11 | train ACC 57.1429 % | test ACC 48.8889 % | train loss 0.0329
epoch 21 | train ACC 52.381 % | test ACC 52.2222 % | train loss 0.0235
epoch 31 | train ACC 57.1429 % | test ACC 47.7778 % | train loss 0.0154
epoch 41 | train ACC 47.619 % | test ACC 44.4444 % | train loss 0.0128
epoch 51 | train ACC 38.0952 % | test ACC 36.6667 % | train loss 0.0139
epoch 61 | train ACC 47.619 % | test ACC 35.5556 % | train loss 0.0126
epoch 71 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.016
epoch 81 | train ACC 47.619 % | test ACC 48.8889 % | train loss 0.0136
epoch 91 | train ACC 33.3333 % | test ACC 42.2222 % | train loss 0.0163
epoch 101 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0156
epoch 111 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0158
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0149
epoch 131 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0141
epoch 141 | train ACC 38.0952 % | test ACC 48.8889 % | train loss 0.0153
epoch 151 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0136
epoch 161 | train ACC 33.3333 % | test ACC 46.6667 % | train loss 0.016
epoch 171 | train ACC 47.619 % | test ACC 40.0 % | train loss 0.0155
epoch 181 | train ACC 52.381 % | test ACC 38.8889 % | train loss 0.0137
epoch 191 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0165
5layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 6 
epoch 1 | train ACC 33.3333 % | test ACC 30.0 % | train loss 0.2354
epoch 11 | train ACC 38.0952 % | test ACC 40.0 % | train loss 0.0352
epoch 21 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0221
epoch 31 | train ACC 33.3333 % | test ACC 43.3333 % | train loss 0.017
epoch 41 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.0142
epoch 51 | train ACC 47.619 % | test ACC 50.0 % | train loss 0.0147
epoch 61 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0155
epoch 71 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0143
epoch 81 | train ACC 52.381 % | test ACC 40.0 % | train loss 0.0162
epoch 91 | train ACC 57.1429 % | test ACC 40.0 % | train loss 0.0166
epoch 101 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0147
epoch 111 | train ACC 52.381 % | test ACC 37.7778 % | train loss 0.0146
epoch 121 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0167
epoch 131 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0157
epoch 141 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.0133
epoch 151 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0157
epoch 161 | train ACC 47.619 % | test ACC 40.0 % | train loss 0.0175
epoch 171 | train ACC 38.0952 % | test ACC 38.8889 % | train loss 0.0169
epoch 181 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.015
epoch 191 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0157
6layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 7 
epoch 1 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.2357
epoch 11 | train ACC 52.381 % | test ACC 50.0 % | train loss 0.0342
epoch 21 | train ACC 38.0952 % | test ACC 51.1111 % | train loss 0.0231
epoch 31 | train ACC 57.1429 % | test ACC 36.6667 % | train loss 0.017
epoch 41 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0147
epoch 51 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0128
epoch 61 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0137
epoch 71 | train ACC 28.5714 % | test ACC 46.6667 % | train loss 0.0127
epoch 81 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0139
epoch 91 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0133
epoch 101 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0151
epoch 111 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0138
epoch 121 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0132
epoch 131 | train ACC 42.8571 % | test ACC 56.6667 % | train loss 0.0135
epoch 141 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0145
epoch 151 | train ACC 42.8571 % | test ACC 48.8889 % | train loss 0.0127
epoch 161 | train ACC 57.1429 % | test ACC 45.5556 % | train loss 0.0132
epoch 171 | train ACC 57.1429 % | test ACC 37.7778 % | train loss 0.0154
epoch 181 | train ACC 23.8095 % | test ACC 47.7778 % | train loss 0.0191
epoch 191 | train ACC 42.8571 % | test ACC 45.5556 % | train loss 0.0146
7layers, Final test  ACC: 45.5556 %
hd:256, dp:0.9, wd:0.05, layer 8 
epoch 1 | train ACC 42.8571 % | test ACC 32.2222 % | train loss 0.2357
epoch 11 | train ACC 33.3333 % | test ACC 45.5556 % | train loss 0.0397
