dataset: ALLAML | 2 classes | 7129 features | deivce: cpu
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0171
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0153
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0138
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0131
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0117
6layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.005, layer 7 
epoch 1 | train ACC 50.0 % | test ACC 55.1724 % | train loss 0.0435
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0445
epoch 21 | train ACC 57.1429 % | test ACC 62.069 % | train loss 0.0498
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0373
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.028
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0231
epoch 61 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0252
epoch 71 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0253
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.031
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0333
epoch 101 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0294
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0899
epoch 121 | train ACC 64.2857 % | test ACC 70.6897 % | train loss 0.1505
epoch 131 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.1656
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1602
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1548
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1478
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1419
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1402
epoch 191 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.1362
7layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.005, layer 8 
epoch 1 | train ACC 64.2857 % | test ACC 50.0 % | train loss 0.0433
epoch 11 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0413
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0395
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0319
epoch 41 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.0276
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0277
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.026
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0222
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0193
epoch 91 | train ACC 35.7143 % | test ACC 43.1034 % | train loss 0.0213
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.017
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.016
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0137
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0164
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.014
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0114
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0154
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0188
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0122
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.6379309892654419, F:0.7145, Pr:0.7083, Auc:0.7111, Rec:0.7083
Layer 2, Acc:0.4655172526836395, F:0.5242, Pr:0.5139, Auc:0.4966, Rec:0.5139
Layer 3, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, Acc:0.7931033968925476, F:0.811, Pr:0.8194, Auc:0.7681, Rec:0.8194
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, max_Acc:79.31034, F:0.811, Pr:0.8194, Auc:0.7681, Rec:0.8194
hd:256, dp:0.8, wd:0.05, layer 1 
epoch 1 | train ACC 35.7143 % | test ACC 41.3793 % | train loss 0.0286
epoch 11 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0096
epoch 21 | train ACC 100.0 % | test ACC 63.7931 % | train loss 0.0111
epoch 31 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0114
epoch 41 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0112
epoch 51 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0108
epoch 61 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.0103
epoch 71 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0099
epoch 81 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0095
epoch 91 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0091
epoch 101 | train ACC 92.8571 % | test ACC 70.6897 % | train loss 0.0088
epoch 111 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0085
epoch 121 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0082
epoch 131 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0079
epoch 141 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0077
epoch 151 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0075
epoch 161 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0073
epoch 171 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0072
epoch 181 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.007
epoch 191 | train ACC 92.8571 % | test ACC 70.6896 % | train loss 0.0069
1layers, Final test  ACC: 77.5862 %
hd:256, dp:0.8, wd:0.05, layer 2 
epoch 1 | train ACC 28.5714 % | test ACC 41.3793 % | train loss 0.396
epoch 11 | train ACC 78.5714 % | test ACC 62.069 % | train loss 0.3757
epoch 21 | train ACC 78.5714 % | test ACC 58.6207 % | train loss 0.4109
epoch 31 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.4521
epoch 41 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.4165
epoch 51 | train ACC 71.4286 % | test ACC 56.8965 % | train loss 0.3912
epoch 61 | train ACC 71.4286 % | test ACC 75.8621 % | train loss 0.3811
epoch 71 | train ACC 78.5714 % | test ACC 72.4138 % | train loss 0.5487
epoch 81 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.4443
epoch 91 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.4155
epoch 101 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.3327
epoch 111 | train ACC 78.5714 % | test ACC 51.7241 % | train loss 0.3947
epoch 121 | train ACC 92.8571 % | test ACC 55.1724 % | train loss 0.2988
epoch 131 | train ACC 71.4286 % | test ACC 44.8276 % | train loss 0.4018
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.3959
epoch 151 | train ACC 78.5714 % | test ACC 56.8966 % | train loss 0.3699
epoch 161 | train ACC 64.2857 % | test ACC 55.1724 % | train loss 0.4327
epoch 171 | train ACC 57.1429 % | test ACC 68.9655 % | train loss 0.398
epoch 181 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.4794
epoch 191 | train ACC 71.4286 % | test ACC 67.2414 % | train loss 0.4138
2layers, Final test  ACC: 58.6207 %
hd:256, dp:0.8, wd:0.05, layer 3 
epoch 1 | train ACC 35.7143 % | test ACC 53.4483 % | train loss 0.358
epoch 11 | train ACC 42.8571 % | test ACC 46.5517 % | train loss 2.0475
epoch 21 | train ACC 28.5714 % | test ACC 53.4483 % | train loss 0.6287
epoch 31 | train ACC 57.1429 % | test ACC 72.4138 % | train loss 0.5913
epoch 41 | train ACC 71.4286 % | test ACC 58.6207 % | train loss 0.6219
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.678
epoch 61 | train ACC 64.2857 % | test ACC 56.8965 % | train loss 0.5223
epoch 71 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.3967
epoch 81 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.3176
epoch 91 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.2581
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1887
epoch 111 | train ACC 50.0 % | test ACC 53.4483 % | train loss 0.1493
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1479
epoch 131 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.1398
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1056
epoch 151 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0885
epoch 161 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0726
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0469
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.047
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.115
3layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.05, layer 4 
epoch 1 | train ACC 50.0 % | test ACC 44.8276 % | train loss 0.3652
epoch 11 | train ACC 71.4286 % | test ACC 58.6207 % | train loss 0.311
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.2771
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1915
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1471
epoch 51 | train ACC 64.2857 % | test ACC 68.9655 % | train loss 0.1074
epoch 61 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0786
epoch 71 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.1014
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0996
epoch 91 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0752
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0613
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0496
epoch 121 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0478
epoch 131 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0545
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0348
epoch 151 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0602
epoch 161 | train ACC 50.0 % | test ACC 72.4138 % | train loss 0.1266
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0971
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0655
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.057
4layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.05, layer 5 
epoch 1 | train ACC 28.5714 % | test ACC 27.5862 % | train loss 0.3667
epoch 11 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.2112
epoch 21 | train ACC 71.4286 % | test ACC 55.1724 % | train loss 0.1254
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0728
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.046
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.03
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0339
epoch 71 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0235
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0906
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0456
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0324
epoch 111 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0451
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0278
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0283
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0355
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0232
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0166
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0268
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0208
epoch 191 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0163
5layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.05, layer 6 
epoch 1 | train ACC 28.5714 % | test ACC 50.0 % | train loss 0.3567
epoch 11 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.1733
epoch 21 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0911
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0451
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0276
epoch 51 | train ACC 50.0 % | test ACC 67.2414 % | train loss 0.0512
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0319
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0204
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0182
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0174
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0444
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.019
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0268
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0553
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0277
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0296
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0261
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0182
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0168
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0126
6layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.05, layer 7 
epoch 1 | train ACC 35.7143 % | test ACC 56.8965 % | train loss 0.3551
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1063
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0475
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0402
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0266
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0243
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0248
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0224
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0162
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0208
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0131
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0147
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0161
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0134
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0168
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0134
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0129
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0115
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0124
7layers, Final test  ACC: 65.5172 %
hd:256, dp:0.8, wd:0.05, layer 8 
epoch 1 | train ACC 21.4286 % | test ACC 39.6552 % | train loss 0.3537
epoch 11 | train ACC 42.8571 % | test ACC 58.6207 % | train loss 0.1063
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.053
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0379
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0195
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0169
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0215
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0154
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0139
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0215
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0235
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0148
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0203
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0142
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0123
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0133
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.7758620381355286, F:0.8075, Pr:0.8194, Auc:0.7587, Rec:0.8194
Layer 2, Acc:0.58620685338974, F:0.6075, Pr:0.625, Auc:0.5536, Rec:0.625
Layer 3, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 1, max_Acc:77.586204, F:0.8075, Pr:0.8194, Auc:0.7587, Rec:0.8194
hd:256, dp:0.9, wd:0.0005, layer 1 
epoch 1 | train ACC 50.0 % | test ACC 46.5517 % | train loss 0.0055
epoch 11 | train ACC 100.0 % | test ACC 51.7241 % | train loss 0.0049
epoch 21 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0045
epoch 31 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0045
epoch 41 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0044
epoch 51 | train ACC 100.0 % | test ACC 63.7931 % | train loss 0.0045
epoch 61 | train ACC 100.0 % | test ACC 62.069 % | train loss 0.0045
epoch 71 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0044
epoch 81 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0045
epoch 91 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0044
epoch 101 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0044
epoch 111 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0044
epoch 121 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0043
epoch 131 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0044
epoch 141 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0043
epoch 151 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.0044
epoch 161 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0043
epoch 171 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0044
epoch 181 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0044
epoch 191 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0045
1layers, Final test  ACC: 72.4138 %
hd:256, dp:0.9, wd:0.0005, layer 2 
epoch 1 | train ACC 64.2857 % | test ACC 70.6897 % | train loss 0.0147
epoch 11 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.0261
epoch 21 | train ACC 85.7143 % | test ACC 51.7241 % | train loss 0.0729
epoch 31 | train ACC 85.7143 % | test ACC 48.2759 % | train loss 0.09
epoch 41 | train ACC 85.7143 % | test ACC 53.4483 % | train loss 0.1312
epoch 51 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.096
epoch 61 | train ACC 85.7143 % | test ACC 55.1724 % | train loss 0.123
epoch 71 | train ACC 71.4286 % | test ACC 62.069 % | train loss 0.2222
epoch 81 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0957
epoch 91 | train ACC 85.7143 % | test ACC 60.3448 % | train loss 0.2075
epoch 101 | train ACC 78.5714 % | test ACC 46.5517 % | train loss 0.2384
epoch 111 | train ACC 64.2857 % | test ACC 51.7241 % | train loss 0.2445
epoch 121 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0311
epoch 131 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0541
epoch 141 | train ACC 85.7143 % | test ACC 63.7931 % | train loss 0.0447
epoch 151 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0369
epoch 161 | train ACC 92.8571 % | test ACC 63.7931 % | train loss 0.0721
epoch 171 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0538
epoch 181 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0399
epoch 191 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0525
2layers, Final test  ACC: 77.5862 %
hd:256, dp:0.9, wd:0.0005, layer 3 
epoch 1 | train ACC 64.2857 % | test ACC 48.2759 % | train loss 0.0103
epoch 11 | train ACC 42.8571 % | test ACC 43.1034 % | train loss 0.2982
epoch 21 | train ACC 78.5714 % | test ACC 63.7931 % | train loss 0.0302
epoch 31 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0604
epoch 41 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.06
epoch 51 | train ACC 85.7143 % | test ACC 75.8621 % | train loss 0.043
epoch 61 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0309
epoch 71 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0439
epoch 81 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0406
epoch 91 | train ACC 92.8571 % | test ACC 82.7586 % | train loss 0.029
epoch 101 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0276
epoch 111 | train ACC 100.0 % | test ACC 82.7586 % | train loss 0.0262
epoch 121 | train ACC 100.0 % | test ACC 81.0345 % | train loss 0.0251
epoch 131 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0283
epoch 141 | train ACC 100.0 % | test ACC 82.7586 % | train loss 0.029
epoch 151 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0321
epoch 161 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0327
epoch 171 | train ACC 100.0 % | test ACC 81.0345 % | train loss 0.0312
epoch 181 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0373
epoch 191 | train ACC 100.0 % | test ACC 77.5862 % | train loss 0.0323
3layers, Final test  ACC: 81.0345 %
hd:256, dp:0.9, wd:0.0005, layer 4 
epoch 1 | train ACC 71.4286 % | test ACC 56.8965 % | train loss 0.0101
epoch 11 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0588
epoch 21 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0352
epoch 31 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.0185
epoch 41 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0186
epoch 51 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0182
epoch 61 | train ACC 85.7143 % | test ACC 77.5862 % | train loss 0.0222
epoch 71 | train ACC 85.7143 % | test ACC 81.0345 % | train loss 0.0359
epoch 81 | train ACC 100.0 % | test ACC 81.0345 % | train loss 0.017
epoch 91 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0157
epoch 101 | train ACC 85.7143 % | test ACC 82.7586 % | train loss 0.0295
epoch 111 | train ACC 57.1429 % | test ACC 74.1379 % | train loss 0.085
epoch 121 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0368
epoch 131 | train ACC 85.7143 % | test ACC 75.8621 % | train loss 0.0355
epoch 141 | train ACC 78.5714 % | test ACC 79.3103 % | train loss 0.0387
epoch 151 | train ACC 85.7143 % | test ACC 77.5862 % | train loss 0.0316
epoch 161 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0298
epoch 171 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0309
epoch 181 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.0314
epoch 191 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0693
4layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.0005, layer 5 
epoch 1 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0122
epoch 11 | train ACC 64.2857 % | test ACC 50.0 % | train loss 0.0129
epoch 21 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0144
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0156
epoch 41 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0133
epoch 51 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0162
epoch 61 | train ACC 85.7143 % | test ACC 68.9655 % | train loss 0.0199
epoch 71 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0164
epoch 81 | train ACC 92.8571 % | test ACC 63.7931 % | train loss 0.0186
epoch 91 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.0274
epoch 101 | train ACC 78.5714 % | test ACC 70.6897 % | train loss 0.0245
epoch 111 | train ACC 78.5714 % | test ACC 72.4138 % | train loss 0.0197
epoch 121 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0161
epoch 131 | train ACC 85.7143 % | test ACC 77.5862 % | train loss 0.0245
epoch 141 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0315
epoch 151 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0258
epoch 161 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0221
epoch 171 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.021
epoch 181 | train ACC 71.4286 % | test ACC 72.4138 % | train loss 0.0224
epoch 191 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.0245
5layers, Final test  ACC: 48.2759 %
hd:256, dp:0.9, wd:0.0005, layer 6 
epoch 1 | train ACC 28.5714 % | test ACC 39.6552 % | train loss 0.0161
epoch 11 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.013
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.013
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0151
epoch 41 | train ACC 71.4286 % | test ACC 70.6897 % | train loss 0.0133
